"","uid","domainID","siteID","namedLocation","collectDate","sampleID","sampleCode","batchID","sampleCondition","laboratoryName","analysisDate","analyzedBy","sampleType","replicate","sampleVolumeFiltered","filterSize","percentFilterAnalyzed","analyte","analyteConcentration","plantAlgaeLabUnits","testMethod","method","acidTreatment","externalRemarks","externalLabDataQF","publicationDate","release"
"15","aaca74ff-0712-42ab-b36e-5403eb2143dc","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","2",NA,25,100,"d13C",-29.56,"perMill","ANSP P-16-202 Rev0",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"16","baaf8a13-caf6-496b-9edb-f27eed4406b4","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"carbon",113962.02,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"17","9c2a51df-aa9c-4674-a594-d935c84d0cc4","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","other (specify in remarks)","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"pheophytin",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,"Replicate 1 was visibly greener","legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"18","ffbeb20a-cb53-4ce2-a943-c7d4c61a8133","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","other (specify in remarks)","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","2",NA,25,100,"d13C",NA,"perMill","ANSP P-16-202 Rev0",NA,"N","not enough sample for analysis","legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"19","e853d9ef-b571-48f5-a6a1-07697eaa002d","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-15,"+IoRzddUq5A=","P","1",NA,25,100,"phosphorus",925.2,"microgramsPerLiter","ANSP P-16-114 Rev2; ANSP P-16_95 Rev3",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"20","a05ea1c6-273d-4ece-9295-b8ecba1a2704","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","1",NA,25,100,"chlorophyll a",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"21","044168d8-59e7-4f24-adc3-a3efb217d6d6","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","1",NA,25,100,"pheophytin",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"22","428909ee-e809-4068-a9ae-5de18c1eeb41","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"carbon",5905.93,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"23","e14e7fa2-eff7-4a4a-af43-dcede420cf55","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","1",NA,25,100,"d15N",11.74,"perMill","ANSP P-16-202 Rev0",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"24","47c820eb-d89f-4842-a3bc-179c3127f063","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","2",NA,25,100,"d15N",8.03,"perMill","ANSP P-16-202 Rev0",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"25","ad96bca2-f8c8-4ecb-b1ba-e39e68967e3c","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","1",NA,25,100,"carbon",5661.78,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"26","1cf48e62-a256-4883-9b69-b7c1c9bb74f4","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","1",NA,25,100,"carbon",30019.39,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"27","7ce15552-f6f7-4688-8aeb-6d12983b2dfb","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","2",NA,25,100,"d15N",11.05,"perMill","ANSP P-16-202 Rev0",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"28","e4f6f059-ef90-474c-8c1a-5b621f33c070","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","1",NA,25,100,"d13C",-28.44,"perMill","ANSP P-16-202 Rev0",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"29","57dd7d33-e598-43ce-87bd-7f11c8eb5a13","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"nitrogen",2139.66,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"30","c940171c-ad8e-4afe-bd72-13f52f78f536","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","other (specify in remarks)","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"chlorophyll a",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,"Replicate 1 was visibly greener","legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"31","e4d0beb3-ded0-4fe7-996f-e68c955a596f","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","1",NA,25,100,"pheophytin",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"32","d05e00de-9ba6-4656-9fb7-42b8bba03576","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","2",NA,25,100,"d15N",11.83,"perMill","ANSP P-16-202 Rev0",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"33","3d7081e3-d65f-4b7f-9f1d-d1b1ec46eb04","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"chlorophyll a",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"34","245bac9a-8ee9-466e-badb-030499f049e8","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","1",NA,25,100,"nitrogen",0,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"35","ee72cf2f-63b1-4a45-a93d-6175e19da9fb","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"carbon",32838.17,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"36","2ef8444f-dc56-4477-8168-4596ccf084e4","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","2",NA,25,100,"d13C",-30.56,"perMill","ANSP P-16-202 Rev0",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"37","3080e4ff-8151-4ea4-9d7b-102b2391ca8b","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-15,"+IoRzddUq5A=","P","1",NA,25,100,"phosphorus",554.5,"microgramsPerLiter","ANSP P-16-114 Rev2; ANSP P-16_95 Rev3",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"38","3bd09f32-f0a0-457a-b11c-9985b6111ba8","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","other (specify in remarks)","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"chlorophyll a",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,"poorly folded sample loss","legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"39","e4c5580d-2b1f-4aed-8f5c-e1786a4bd97b","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"nitrogen",4234.31,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"40","40e3a196-d19d-4cdd-9d41-404c5c0438a4","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","other (specify in remarks)","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","1",NA,25,100,"d13C",NA,"perMill","ANSP P-16-202 Rev0",NA,"N","not enough sample for analysis","legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"41","9597d9fa-b584-4378-be28-3d586bc2929c","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","1",NA,25,100,"carbon",157045.41,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"42","b5e5fe9b-7374-47b7-8deb-d5731aa5b1e7","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","1",NA,25,100,"d34S",5.96,"perMill","SO2 EA-combustion-IRMS method",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"43","c85156f4-407e-4b1a-b94a-1fba30c6fd8f","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","other (specify in remarks)","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","1",NA,25,100,"pheophytin",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,"Replicate 1 was visibly greener","legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"44","730da58b-3063-4ef6-b99d-e0c620be87c5","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"nitrogen",0,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"45","1f8b521e-40d4-49a3-be7c-981a0761f409","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"nitrogen",8182.05,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"46","c07ca067-8177-4f19-9a6b-29b19a764c31","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","1",NA,25,100,"d13C",-29.92,"perMill","ANSP P-16-202 Rev0",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"47","4daee71f-c5a0-4cae-a495-626532315f03","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"pheophytin",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"48","d0ecb43b-cff4-47c9-bd73-1a1761bd53bd","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","1",NA,25,100,"nitrogen",3699.69,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"49","26205e27-ddc6-4e0a-873f-e498f78b1a9a","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","2",NA,25,100,"carbon",10485.1,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,"N",NA,"legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed","20221122T182031Z","RELEASE-2023"
"50","d180d988-61ab-4a11-bfc2-91a3d6060f32","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"chlorophyll a",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"51","43ec48ff-d702-4ddd-b91f-ab365f5e44a3","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","1",NA,25,50,"d15N",11.46,"perMill","ANSP P-16-202 Rev0",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"52","e4e056d4-1d87-4970-8552-75c96320ceb2","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-15,"+IoRzddUq5A=","P","1",NA,25,100,"phosphorus",432.4,"microgramsPerLiter","ANSP P-16-114 Rev2; ANSP P-16_95 Rev3",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"53","cb702ba6-02f2-4488-b730-c796ecf71ded","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.3",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2017-03-07,"OKgcKejxXbI=","13C15N","1",NA,25,50,"d34S",4.55,"perMill","SO2 EA-combustion-IRMS method",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"54","050ac3d1-f104-4050-8d17-8babd38530f2","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.5",NA,"Nea-17","other (specify in remarks)","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"pheophytin",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,"poorly folded sample loss","legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"55","7617f239-6c45-4fdd-9773-97d77906fcc6","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.1",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-07,"OKgcKejxXbI=","CN","1",NA,25,100,"nitrogen",1897.91,"microgramsPerLiter","ANSP P-16-54 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
"56","479670cf-8742-41a6-b092-ffdb7da216bb","D10","ARIK","ARIK.AOS.reach",2016-03-29,"ARIK.20160329.EPIPHYTON.4",NA,"Nea-17","condition ok","Academy of Natural Sciences of Drexel University",2016-06-21,"Txt9C5i/u7k=","chlorophyll/pheophytin","2",NA,25,100,"pheophytin",NA,"microgramsPerLiter","ANSP P-16-92 Rev2",NA,NA,NA,"legacyData|Did not meet quality audit requirements for analysis audit","20221122T182031Z","RELEASE-2023"
